,index,tract_id_proper,ci_score,op_score,so,srb,shs,chc,County FIPS Code,tract,tract_id
243,317,126.02,2.0,4.375,0.11975,0.35359999999999997,0.20392500000000002,0.0,71,42071012602,012602
244,318,127,2.0,3.7954545454545454,0.1539090909090909,0.30164545454545466,0.22976363636363625,0.0009090909090909091,71,42071012700,012700
245,319,127.01,1.5,3.776666666666667,0.16533333333333336,0.2707333333333333,0.15070000000000003,0.0,41,42041012701,012701
246,320,127.02,2.0,3.8659999999999997,0.16022,0.2479,0.1896,0.0,41,42041012702,012702
247,321,128,2.4,3.640769230769232,0.17378461538461534,0.3364384615384616,0.25866153846153844,0.0007692307692307692,41,42041012800,012800
248,322,129,2.375,3.765625,0.16131874999999996,0.28824375000000013,0.24950000000000008,0.000625,71,42071012900,012900
249,323,13,3.8,3.227272727272727,0.14948181818181816,0.3641818181818182,0.4994727272727271,0.002727272727272727,101,42101001300,001300
250,324,130,2.125,3.7946153846153843,0.1622076923076923,0.3069076923076924,0.19393076923076935,0.0023076923076923075,41,42041013000,013000
251,325,1301,5.0,3.25,0.1733,0.3855,0.356225,0.0075,3,42003130100,130100
252,328,1304,5.0,3.375,0.1742,0.36355,0.41675,0.01,3,42003130400,130400
253,329,1306,5.0,3.1666666666666665,0.17873333333333333,0.36283333333333334,0.30733333333333335,0.006666666666666667,3,42003130600,130600
254,330,131,2.5,3.4722222222222223,0.18934444444444445,0.3432333333333333,0.34348888888888873,0.0011111111111111111,11,42011013100,013100
255,331,131.01,3.0,3.892857142857143,0.1427142857142857,0.2724285714285714,0.2014142857142857,0.0,41,42041013101,013101
256,332,131.02,4.0,4.0,0.15566000000000002,0.33064,0.19266,0.002,71,42071013102,013102
257,333,132,3.875,3.5,0.1745250000000001,0.29446249999999996,0.28536249999999996,0.00125,101,42101013200,013200
258,334,132.02,2.0,3.875,0.16725,0.40435,0.15555,0.005,71,42071013202,013202
259,335,132.03,2.0,3.875,0.16725,0.40435,0.15555,0.005,71,42071013203,013203
260,336,132.04,2.0,4.083333333333333,0.14766666666666667,0.3594,0.2554,0.0033333333333333335,71,42071013204,013204
261,337,133,3.5,3.4285714285714284,0.19997142857142852,0.37699999999999995,0.3552571428571428,0.0014285714285714286,21,42021013300,013300
262,338,133.01,1.0,3.9375,0.171475,0.37715,0.2067875,0.00125,11,42011013301,013301
263,339,133.02,1.5,4.166666666666667,0.1589,0.3711,0.18259999999999998,0.0,11,42011013302,013302
264,340,133.03,1.5,3.875,0.22290000000000001,0.512,0.17815,0.005,71,42071013303,013303
265,341,133.04,1.5,3.8125,0.179975,0.413725,0.20129999999999998,0.005,71,42071013304,013304
266,342,134,4.25,2.75,0.19606666666666664,0.3508,0.4164333333333334,0.0033333333333333335,71,42071013400,013400
267,343,134.01,1.0,4.2,0.13984,0.26925999999999994,0.26718,0.002,11,42011013401,013401
268,344,134.02,1.5,4.222222222222222,0.1602,0.3332222222222221,0.23195555555555558,0.0011111111111111111,11,42011013402,013402
269,345,135,3.0,3.5625,0.175475,0.3293750000000001,0.27385000000000015,0.0008333333333333333,11,42011013500,013500
270,346,135.01,2.5,3.75,0.12645,0.3049,0.189,0.005,71,42071013501,013501
271,347,135.02,2.0,3.75,0.12645,0.3049,0.189,0.005,71,42071013502,013502
272,349,136,3.25,3.0,0.1727,0.20154999999999998,0.3298,0.0,21,42021013600,013600
273,350,136.01,1.25,4.333333333333333,0.11983333333333333,0.33436666666666665,0.2659,0.006666666666666667,71,42071013601,013601
274,351,136.02,2.5,4.625,0.11245000000000001,0.33775,0.2661,0.005,71,42071013602,013602
275,352,137,2.75,3.6,0.17446,0.37762,0.38102,0.004,21,42021013700,013700
276,353,137.01,2.5,3.5471428571428567,0.16028571428571428,0.3996285714285715,0.3648714285714285,0.0014285714285714286,71,42071013701,013701
277,354,137.02,2.5,3.75,0.1628833333333333,0.35085000000000005,0.20706666666666665,0.0016666666666666668,71,42071013702,013702
278,355,138,3.0,3.861111111111111,0.14355555555555555,0.3609111111111109,0.2888111111111111,0.003333333333333333,71,42071013800,013800
279,356,139,3.5,4.0,0.14415000000000003,0.37145,0.4050333333333333,0.0033333333333333335,101,42101013900,013900
280,357,139.01,2.5,3.875,0.174275,0.398725,0.185025,0.0025,71,42071013901,013901
281,358,139.02,2.0,3.875,0.12805,0.3298,0.189325,0.0025,71,42071013902,013902
282,359,14,3.9166666666666665,3.1818181818181817,0.13172727272727283,0.40680909090909073,0.49395454545454553,0.004545454545454547,107,42107001400,001400
283,362,140,3.3333333333333335,3.9722222222222223,0.1462333333333333,0.39042222222222234,0.2495111111111111,0.003333333333333333,71,42071014000,014000
284,363,1401,1.5,4.166666666666667,0.124,0.3665333333333334,0.41373333333333334,0.0033333333333333335,3,42003140100,140100
285,364,1402,3.0,4.625,0.1419,0.37370000000000003,0.42865,0.005,3,42003140200,140200
286,366,1404,1.0,4.125,0.152775,0.400575,0.46485,0.0075,3,42003140400,140400
287,367,1405,3.5,3.375,0.1742,0.36355,0.41675,0.01,3,42003140500,140500
288,368,1406,2.0,3.375,0.1742,0.36355,0.41675,0.01,3,42003140600,140600
289,370,141,2.8333333333333335,4.083333333333333,0.14275555555555552,0.392488888888889,0.21059999999999998,0.0022222222222222222,11,42011014100,014100
290,371,141.01,3.5,4.15,0.16366,0.29476,0.18031999999999998,0.002,71,42071014101,014101
291,372,141.02,2.0,4.15,0.14462,0.28237999999999996,0.19133999999999998,0.0,71,42071014102,014102
292,373,1410,1.5,3.0,0.1608,0.31445,0.46730000000000005,0.01,3,42003141000,141000
293,374,1411,1.0,3.75,0.15925,0.3541,0.5162,0.01,3,42003141100,141100
294,377,142,2.0,4.055555555555555,0.1476666666666666,0.3790555555555557,0.29493333333333327,0.0011111111111111111,11,42011014200,014200
295,378,142.01,2.0,4.25,0.15453999999999998,0.35663999999999996,0.1818,0.002,71,42071014201,014201
296,379,142.02,2.0,4.375,0.14679999999999999,0.26789999999999997,0.21739999999999998,0.0,71,42071014202,014202
297,380,143,3.1666666666666665,4.055555555555555,0.1347,0.3130888888888889,0.2793888888888888,0.0,71,42071014300,014300
298,381,144,4.5,4.1,0.12922000000000003,0.38902000000000003,0.34991999999999995,0.004,101,42101014400,014400
299,382,144.01,2.0,3.8125,0.17632499999999998,0.37787499999999996,0.136425,0.0,71,42071014401,014401
300,383,144.02,3.0,4.0625,0.133925,0.30597499999999994,0.15757500000000002,0.0,71,42071014402,014402
301,384,145,3.5,3.625,0.11369999999999998,0.4148,0.35229999999999995,0.005,101,42101014500,014500
302,385,145.01,1.5,3.875,0.12564999999999998,0.33025000000000004,0.1632,0.0,71,42071014501,014501
303,386,145.02,2.0,3.8,0.1416,0.2622,0.24216000000000001,0.0,71,42071014502,014502
304,387,146,4.75,3.625,0.11369999999999998,0.4148,0.35229999999999995,0.005,101,42101014600,014600
305,388,146.01,1.5,4.0625,0.14575,0.248575,0.20645,0.0,71,42071014601,014601
306,389,146.02,1.0,4.166666666666667,0.13436666666666666,0.2994666666666666,0.20073333333333332,0.0016666666666666668,71,42071014602,014602
307,390,147,3.8333333333333335,3.6875,0.12810000000000002,0.3969749999999999,0.3948500000000001,0.0075,101,42101014700,014700
308,393,15,3.8,3.09375,0.1225625000000001,0.37158749999999985,0.4701625000000001,0.006250000000000001,49,42049001500,001500
309,399,1517,2.0,3.75,0.17074999999999999,0.33625000000000005,0.4769,0.01,3,42003151700,151700
310,400,152,5.0,3.0,0.1097,0.4324,0.63445,0.01,101,42101015200,015200
311,402,153,3.25,3.875,0.149075,0.42855,0.3837499999999999,0.0025,95,42095015300,015300
312,403,154,1.0,4.0,0.1804666666666667,0.5018666666666666,0.27343333333333336,0.0,95,42095015400,015400
313,404,155,2.0,4.1,0.17218000000000006,0.44255999999999995,0.25812,0.0,95,42095015500,015500
314,405,156,4.25,3.75,0.11415,0.47644999999999993,0.27635,0.005,101,42101015600,015600
315,406,157,3.75,4.0,0.13006666666666666,0.42136666666666667,0.39896666666666664,0.0033333333333333335,101,42101015700,015700
316,408,158.01,1.0,4.083333333333333,0.2006,0.4441,0.21813333333333332,0.0,95,42095015801,015801
317,409,158.02,1.0,4.083333333333333,0.2006,0.4441,0.21813333333333332,0.0,95,42095015802,015802
318,410,159.01,1.5,4.0625,0.191725,0.38345,0.211175,0.0,95,42095015901,015901
319,411,159.02,1.5,3.9166666666666665,0.17776666666666666,0.3020666666666667,0.20366666666666666,0.0,95,42095015902,015902
320,412,16,2.8333333333333335,3.1153846153846154,0.16003076923076917,0.406792307692308,0.5224846153846154,0.0046153846153846175,107,42107001600,001600
321,414,160.01,1.0,3.9375,0.18345,0.32305000000000006,0.179975,0.0,95,42095016001,016001
322,415,160.02,1.0,4.0,0.17366666666666666,0.3059,0.18053333333333332,0.0,95,42095016002,016002
323,416,1601.01,1.5,3.0625,0.21297500000000003,0.267075,0.26815,0.0,31,42031160101,160101
324,417,1601.02,4.0,3.125,0.18265,0.21537499999999998,0.3522,0.0025,31,42031160102,160102
325,418,1602,1.5,3.107142857142857,0.19390000000000002,0.24727142857142861,0.30537142857142857,0.0014285714285714286,31,42031160200,160200
326,419,1603,2.0,3.0833333333333335,0.18385000000000004,0.22671666666666665,0.2964333333333333,0.0,31,42031160300,160300
327,420,1604,2.0,3.0,0.19543333333333335,0.20620000000000002,0.3049,0.0,31,42031160400,160400
328,421,1605,2.0,3.0357142857142856,0.20639999999999997,0.2262714285714286,0.4164857142857143,0.0,31,42031160500,160500
329,423,1607,3.0,3.0,0.1988,0.23545000000000002,0.370575,0.0025,31,42031160700,160700
330,424,1608,2.25,3.0714285714285716,0.17244285714285715,0.2556,0.41021428571428575,0.002857142857142857,31,42031160800,160800
331,425,1609,2.75,3.175,0.15872,0.21779000000000007,0.45135,0.002,31,42031160900,160900
332,426,161,3.5,3.75,0.1165,0.386775,0.41285000000000005,0.005,101,42101016100,016100
333,427,162,5.0,3.375,0.08854999999999999,0.45025,0.3796,0.01,101,42101016200,016200
334,429,162.02,2.0,4.0,0.15704999999999997,0.32335,0.36619999999999997,0.0,95,42095016202,016202
335,430,163,4.5,3.8125,0.121275,0.33744999999999997,0.5156499999999999,0.0025,101,42101016300,016300
336,431,164,3.0,3.5,0.119,0.38634999999999997,0.39464999999999995,0.005,95,42095016400,016400
337,432,165,3.0,3.6671428571428573,0.15157142857142855,0.39058571428571426,0.24138571428571426,0.002857142857142857,95,42095016500,016500
338,433,166,4.0,3.25,0.12675,0.4293,0.41145,0.007500000000000001,101,42101016600,016600
339,434,167,1.0,4.125,0.19725000000000004,0.39339999999999997,0.22654999999999997,0.0,95,42095016700,016700
340,435,167.01,5.0,3.0,0.1097,0.4324,0.63445,0.01,101,42101016701,016701
341,436,167.02,5.0,3.0,0.1097,0.4324,0.63445,0.01,101,42101016702,016702
342,437,168,4.25,3.5,0.1337,0.4257,0.5145666666666666,0.006666666666666667,95,42095016800,016800
343,438,169.01,3.0,3.8,0.16012,0.40793999999999997,0.3367,0.004,101,42101016901,016901
344,439,169.02,3.5,3.85,0.1599,0.41977999999999993,0.33318000000000003,0.004,95,42095016902,016902
345,440,17,3.3,3.142857142857143,0.1114,0.3960571428571427,0.5155,0.004285714285714286,11,42011001700,001700
346,441,170,3.0,3.9166666666666665,0.17065,0.3733166666666666,0.4149666666666667,0.0033333333333333335,101,42101017000,017000
347,442,1702,2.5,3.625,0.11599999999999999,0.43220000000000003,0.5199,0.005,3,42003170200,170200
348,443,1706,2.5,3.25,0.1172,0.3347,0.6526000000000001,0.005,3,42003170600,170600
349,444,171,3.5,3.1666666666666665,0.11163333333333335,0.40293333333333337,0.6243,0.01,101,42101017100,017100
350,445,171.01,1.0,4.0,0.14625,0.37365,0.3036,0.0,95,42095017101,017101
351,446,171.02,1.0,4.0,0.14625,0.37365,0.3036,0.0,95,42095017102,017102
352,447,172,2.0,3.875,0.17215,0.3903,0.26775,0.0,95,42095017200,017200
353,448,172.01,4.5,3.375,0.11300000000000002,0.3742,0.66585,0.01,101,42101017201,017201
354,450,173,3.75,3.3125,0.12962500000000002,0.41247500000000004,0.464175,0.005,95,42095017300,017300
355,451,174,5.0,2.75,0.09985,0.44235,0.6275999999999999,0.01,101,42101017400,017400
356,452,174.01,1.0,3.875,0.17215,0.3903,0.26775,0.0,95,42095017401,017401
357,454,175,5.0,2.875,0.09575,0.45145,0.5440499999999999,0.01,101,42101017500,017500
358,455,175.01,1.0,3.875,0.17215,0.3903,0.26775,0.0,95,42095017501,017501
359,456,175.02,2.0,3.875,0.17215,0.3903,0.26775,0.0,95,42095017502,017502
360,457,176.01,5.0,3.5,0.08133333333333333,0.37786666666666663,0.6857333333333333,0.006666666666666667,101,42101017601,017601
361,458,176.02,5.0,3.125,0.0778,0.4365,0.6369499999999999,0.01,101,42101017602,017602
362,459,176.03,2.0,4.25,0.19974999999999998,0.3813,0.0699,0.0,95,42095017603,017603
363,460,176.04,1.0,4.25,0.19974999999999998,0.3813,0.0699,0.0,95,42095017604,017604
364,461,176.05,1.0,4.25,0.20363333333333333,0.39053333333333334,0.061,0.0,95,42095017605,017605
365,463,176.07,1.0,4.375,0.1992,0.4109,0.0611,0.0,95,42095017607,017607
366,465,177.02,3.0,3.5425000000000004,0.12384999999999999,0.351925,0.43632499999999996,0.0025,101,42101017702,017702
367,466,177.03,1.5,4.0,0.18775,0.37929999999999997,0.17805,0.0,95,42095017703,017703
368,467,177.04,1.0,3.8840000000000003,0.18309999999999998,0.38323999999999997,0.15342,0.0,95,42095017704,017704
369,468,178,3.25,3.8333333333333335,0.12463333333333332,0.34696666666666665,0.5236999999999999,0.0033333333333333335,101,42101017800,017800
370,469,179,3.5,3.75,0.0807,0.34555,0.75515,0.005,101,42101017900,017900
371,470,179.01,3.5,3.875,0.15245,0.35585,0.3031,0.0,95,42095017901,017901
372,472,18,3.6,3.125,0.11497000000000002,0.4022200000000001,0.4817099999999998,0.004000000000000001,11,42011001800,001800
373,473,180.01,2.25,3.8125,0.116575,0.35069999999999996,0.529125,0.0025,101,42101018001,018001
374,474,180.02,1.75,3.6666666666666665,0.12596666666666664,0.3807333333333333,0.44439999999999996,0.0033333333333333335,95,42095018002,018002
375,475,1803,4.0,3.1666666666666665,0.13026666666666667,0.3494,0.6323,0.0033333333333333335,3,42003180300,180300
376,476,1807,3.5,2.75,0.13605,0.34840000000000004,0.5871999999999999,0.005,3,42003180700,180700
377,477,181,1.0,4.2,0.16818,0.38956,0.24966,0.0,95,42095018100,018100
378,478,182,1.0,3.875,0.19195,0.37185,0.24825000000000003,0.0,95,42095018200,018200
379,479,183,1.75,3.65,0.15924,0.37932,0.45814000000000005,0.002,95,42095018300,018300
380,480,184,3.0,3.375,0.1522,0.39390000000000003,0.52515,0.0,101,42101018400,018400
381,482,19,4.2,3.3863636363636362,0.1489818181818181,0.3993727272727277,0.4345545454545454,0.004545454545454546,49,42049001900,001900
382,483,190,4.5,3.25,0.0746,0.3954,0.5635,0.01,101,42101019000,019000
383,485,191,3.5,3.25,0.0746,0.3954,0.5635,0.01,101,42101019100,019100
384,486,1911,2.0,3.25,0.16595000000000001,0.3258,0.3593,0.005,3,42003191100,191100
385,487,1914,3.0,3.5,0.1502,0.3343333333333333,0.48036666666666666,0.0033333333333333335,3,42003191400,191400
386,488,1915,4.0,3.0,0.154975,0.318075,0.396725,0.005,3,42003191500,191500
387,489,1916,3.0,3.0,0.1544,0.3467,0.40609999999999996,0.0,3,42003191600,191600
388,491,1918,2.0,3.0,0.1544,0.3467,0.40609999999999996,0.0,3,42003191800,191800
389,492,1919,3.0,3.0,0.1544,0.3467,0.40609999999999996,0.0,3,42003191900,191900
390,494,1920,3.5,3.0,0.1544,0.3467,0.40609999999999996,0.0,3,42003192000,192000
391,495,195.01,5.0,3.0,0.08816666666666667,0.44446666666666673,0.6050333333333332,0.01,101,42101019501,019501
392,496,195.02,5.0,3.0,0.09095,0.44545,0.6341,0.01,101,42101019502,019502
393,499,199,5.0,2.875,0.09575,0.45145,0.5440499999999999,0.01,101,42101019900,019900
394,500,2,3.65,3.546875,0.179475,0.3715374999999999,0.3572875000000005,0.004375000000000002,107,42107000200,000200
395,501,20,3.5,3.272727272727273,0.13627272727272724,0.3634818181818179,0.4055727272727275,0.0036363636363636377,11,42011002000,002000
396,502,200,5.0,2.75,0.10286666666666668,0.44836666666666664,0.5987999999999999,0.01,101,42101020000,020000
397,503,2000,2.0,3.0,0.21045,0.28085,0.3776,0.005,121,42121200000,200000
398,504,2001,3.25,3.025,0.18143,0.30554000000000003,0.37567000000000006,0.002,79,42079200100,200100
399,508,2001.06,4.5,5.125,0.21955000000000002,0.36150000000000004,0.14815,0.0,91,42091200106,200106
400,509,2002,3.0,3.3333333333333335,0.17960000000000007,0.28527777777777785,0.3233444444444445,0.0011111111111111111,121,42121200200,200200
401,510,2003,2.75,3.125,0.19909999999999997,0.32724999999999993,0.35882500000000006,0.0,79,42079200300,200300
402,511,2003.01,1.0,4.666666666666667,0.13946666666666666,0.4303333333333333,0.09749999999999999,0.0,91,42091200301,200301
403,513,2003.06,2.0,5.125,0.2016,0.3605,0.07,0.0,91,42091200306,200306
404,516,2003.09,1.0,5.0,0.1913,0.40545,0.08015,0.0,91,42091200309,200309
405,517,2004,3.5,2.9166666666666665,0.19199999999999998,0.33283333333333337,0.4443,0.0,79,42079200400,200400
406,520,2005,4.25,3.0,0.19125999999999999,0.34202000000000005,0.43545999999999996,0.002,79,42079200500,200500
407,521,2005.01,1.0,4.75,0.13435,0.4084,0.08615,0.0,91,42091200501,200501
408,523,2005.05,1.0,5.0625,0.131025,0.40002499999999996,0.079525,0.0,91,42091200505,200505
409,524,2005.06,1.0,5.125,0.13525,0.41195000000000004,0.08865,0.0,91,42091200506,200506
410,526,2006,2.0,2.9375,0.18605,0.312925,0.4402250000000001,0.0,121,42121200600,200600
411,527,2006.02,1.0,4.75,0.1643,0.3916,0.07615,0.0,91,42091200602,200602
412,528,2006.03,1.0,4.75,0.1822,0.42210000000000003,0.0724,0.0,91,42091200603,200603
413,529,2006.05,1.0,5.166666666666667,0.1419,0.3892,0.08189999999999999,0.0,91,42091200605,200605
414,530,2006.06,1.0,4.75,0.1643,0.3916,0.07615,0.0,91,42091200606,200606
415,531,2006.07,1.0,4.75,0.1643,0.3916,0.07615,0.0,91,42091200607,200607
416,532,2007,4.0,2.875,0.16825,0.3105,0.44055,0.0,79,42079200700,200700
417,533,2007.03,1.0,4.75,0.1612,0.40485000000000004,0.0888,0.0,91,42091200703,200703
418,534,2007.04,1.0,4.75,0.1612,0.40485000000000004,0.0888,0.0,91,42091200704,200704
419,535,2007.07,2.0,4.75,0.16365000000000002,0.37775000000000003,0.11879999999999999,0.0,91,42091200707,200707
420,536,2007.08,2.0,4.75,0.16983333333333336,0.39253333333333335,0.10333333333333333,0.0,91,42091200708,200708
421,537,2008,3.1666666666666665,3.375,0.1703,0.34405,0.34369999999999995,0.0,79,42079200800,200800
422,538,2009,5.0,2.875,0.165425,0.337025,0.47197500000000003,0.0025,121,42121200900,200900
423,541,2009.03,2.0,4.75,0.1643,0.3916,0.07615,0.0,91,42091200903,200903
424,545,201,3.5,3.5625,0.13005,0.39688750000000006,0.3213000000000001,0.00375,43,42043020100,020100
425,546,201.01,3.5,2.85,0.1708,0.3559,0.43995999999999996,0.004,111,42111020101,020101
426,547,201.02,3.3333333333333335,3.3055555555555554,0.19910000000000003,0.3550999999999999,0.41558888888888884,0.0011111111111111111,111,42111020102,020102
427,548,201.03,1.0,3.875,0.17955,0.34895,0.2825,0.0,25,42025020103,020103
428,549,201.05,1.5,3.9166666666666665,0.16706666666666667,0.3658666666666666,0.19906666666666664,0.0,25,42025020105,020105
429,550,201.06,1.5,4.0,0.19825,0.4508,0.181,0.0,25,42025020106,020106
430,551,2010,4.0,2.875,0.16825,0.3105,0.44055,0.0,121,42121201000,201000
431,552,2010.03,1.0,5.0,0.16690000000000002,0.3915333333333333,0.08573333333333334,0.0,91,42091201003,201003
432,554,2010.05,1.0,4.75,0.1822,0.42210000000000003,0.0724,0.0,91,42091201005,201005
433,555,2010.06,1.0,4.75,0.1643,0.3916,0.07615,0.0,91,42091201006,201006
434,556,2011,2.3333333333333335,3.225,0.1948300000000001,0.27671000000000007,0.3204899999999999,0.001,121,42121201100,201100
435,557,2012,2.5,3.0416666666666665,0.17766666666666664,0.2765666666666667,0.37089999999999995,0.0016666666666666668,79,42079201200,201200
436,558,2012.01,1.5,5.25,0.27596666666666664,0.3460666666666667,0.08723333333333334,0.0,91,42091201201,201201
437,559,2012.03,1.0,5.5,0.1855,0.37835,0.0689,0.0,91,42091201203,201203
438,560,2012.04,1.0,5.5,0.1855,0.37835,0.0689,0.0,91,42091201204,201204
439,561,2013,3.25,3.09375,0.19498749999999998,0.23193750000000002,0.36503749999999996,0.0,79,42079201300,201300
440,564,2014,3.0,2.90625,0.18811249999999996,0.2527125,0.3176375,0.0,121,42121201400,201400
441,565,2014.04,1.0,5.5,0.1603,0.37595,0.0943,0.0,91,42091201404,201404
442,566,2014.06,1.0,4.833333333333333,0.14853333333333332,0.4412,0.11059999999999999,0.0,91,42091201406,201406
443,567,2014.07,1.0,4.666666666666667,0.14476666666666668,0.40840000000000004,0.16873333333333332,0.0,91,42091201407,201407
444,568,2014.08,1.0,5.5,0.1721,0.3914,0.10490000000000001,0.0,91,42091201408,201408
445,570,2014.11,1.0,5.5,0.1603,0.37595,0.0943,0.0,91,42091201411,201411
446,571,2015,2.25,3.1666666666666665,0.1936666666666666,0.232,0.32805555555555554,0.0,121,42121201500,201500
447,572,2015.01,3.5,5.125,0.21955000000000002,0.36150000000000004,0.14815,0.0,91,42091201501,201501
448,573,2015.02,1.0,5.125,0.21955000000000002,0.36150000000000004,0.14815,0.0,91,42091201502,201502
449,574,2016,3.0,3.0833333333333335,0.1819666666666667,0.2949,0.4003666666666667,0.0,79,42079201600,201600
450,575,2016.03,1.0,4.5,0.14855000000000002,0.48155000000000003,0.12405,0.0,91,42091201603,201603
451,576,2016.04,1.0,4.5,0.14855000000000002,0.48155000000000003,0.12405,0.0,91,42091201604,201604
452,578,2016.06,2.0,4.5,0.14855000000000002,0.48155000000000003,0.12405,0.0,91,42091201606,201606
453,579,2016.07,1.5,4.5,0.14855000000000002,0.48155000000000003,0.12405,0.0,91,42091201607,201607
454,580,2016.08,1.0,4.916666666666667,0.1955,0.40396666666666664,0.1414,0.0,91,42091201608,201608
455,581,2017.03,1.0,4.625,0.15284999999999999,0.43945,0.20305,0.0,91,42091201703,201703
456,583,2017.05,2.0,4.75,0.18225000000000002,0.38815,0.2672,0.0,91,42091201705,201705
457,584,2017.06,1.5,4.625,0.15284999999999999,0.43945,0.20305,0.0,91,42091201706,201706
458,585,2018,3.0,4.625,0.1768,0.4376,0.19205,0.0,91,42091201800,201800
459,586,2019.01,1.0,5.125,0.21955000000000002,0.36150000000000004,0.14815,0.0,91,42091201901,201901
460,587,2019.02,1.0,4.75,0.19385000000000002,0.4217,0.25375,0.0,91,42091201902,201902
461,588,202,3.0,3.0416666666666665,0.19553333333333342,0.357175,0.5069583333333334,0.0025,111,42111020200,020200
462,589,202.21,1.5,3.875,0.14640000000000003,0.28955,0.17420000000000002,0.005,133,42133020221,020221
463,590,202.22,1.0,3.8333333333333335,0.1633,0.29993333333333333,0.15323333333333336,0.0033333333333333335,133,42133020222,020222
464,591,2020,1.0,5.125,0.21955000000000002,0.36150000000000004,0.14815,0.0,91,42091202000,202000
465,594,2022.01,1.5,4.5,0.16549999999999998,0.40164999999999995,0.3538,0.0,91,42091202201,202201
466,595,2022.02,1.0,4.5,0.16549999999999998,0.40164999999999995,0.3538,0.0,91,42091202202,202202
467,596,2023,1.5,3.25,0.15600000000000003,0.33175,0.32675,0.005,3,42003202300,202300
468,597,2023.01,1.0,4.75,0.19385000000000002,0.4217,0.25375,0.0,91,42091202301,202301
469,598,2023.02,1.0,4.75,0.20495,0.5129,0.23164999999999997,0.0,91,42091202302,202302
470,599,2024.01,2.0,4.25,0.18445,0.42525,0.21689999999999998,0.005,91,42091202401,202401
471,601,2025,1.5,4.5,0.1889,0.45230000000000004,0.23099999999999998,0.0025,91,42091202500,202500
472,603,2026.03,2.0,4.75,0.19335,0.47935,0.24509999999999998,0.0,91,42091202603,202603
473,605,203,3.6,3.272727272727273,0.15635454545454544,0.3713363636363635,0.4941454545454548,0.002727272727272727,43,42043020300,020300
474,606,2030,1.0,5.3,0.18460000000000001,0.36978,0.10944000000000001,0.0,91,42091203000,203000
475,607,2031.03,1.0,5.0625,0.18727500000000002,0.35777499999999995,0.18125,0.0,91,42091203103,203103
476,608,2031.04,1.0,4.875,0.177,0.3598,0.18289999999999998,0.0,91,42091203104,203104
477,609,2031.05,1.0,4.833333333333333,0.1617333333333333,0.36990000000000006,0.23216666666666663,0.0,91,42091203105,203105
478,613,2032.05,1.5,5.5,0.1855,0.37835,0.0689,0.0,91,42091203205,203205
479,615,2032.08,1.0,5.25,0.17786666666666665,0.3735,0.08126666666666667,0.0,91,42091203208,203208
480,617,2033.03,2.0,4.5,0.1565,0.4235333333333333,0.1529,0.0033333333333333335,91,42091203303,203303
481,618,2033.04,1.0,4.375,0.15345,0.4534,0.17635,0.005,91,42091203304,203304
482,619,2034.01,2.0,4.375,0.15345,0.4534,0.17635,0.005,91,42091203401,203401
483,621,2034.03,1.0,4.375,0.15345,0.4534,0.17635,0.005,91,42091203403,203403
484,622,2035,2.0,4.375,0.1504,0.43845,0.19005,0.005,91,42091203500,203500
485,625,2037,3.0,4.375,0.15345,0.4534,0.17635,0.005,91,42091203700,203700
486,630,2039.02,4.5,4.25,0.1431,0.44123333333333337,0.3509666666666667,0.0033333333333333335,91,42091203902,203902
487,631,204,4.0,2.9642857142857144,0.1809857142857143,0.3337142857142857,0.4936999999999999,0.002857142857142857,111,42111020400,020400
488,632,2040.02,2.0,4.5,0.144,0.4223333333333333,0.23693333333333333,0.0033333333333333335,91,42091204002,204002
489,633,2040.07,1.5,4.75,0.1469,0.37695,0.21835,0.0,91,42091204007,204007
490,635,2040.09,1.0,5.125,0.18075000000000002,0.36455000000000004,0.06945,0.0,91,42091204009,204009
491,641,2045,1.0,5.5,0.1759,0.31694999999999995,0.44084999999999996,0.0,91,42091204500,204500
492,642,2046,1.0,5.45,0.19396000000000002,0.35946,0.31158,0.0,91,42091204600,204600
493,643,2047.01,1.0,5.375,0.20020000000000002,0.29185000000000005,0.2662,0.0,91,42091204701,204701
494,644,2047.02,1.0,5.5,0.18180000000000002,0.3594,0.2888,0.0,91,42091204702,204702
495,645,2048,1.0,5.1875,0.1578,0.36747500000000005,0.21665,0.0,91,42091204800,204800
496,646,2049,1.0,5.25,0.13855,0.386475,0.21814999999999998,0.0,91,42091204900,204900
497,647,205,3.0,3.5,0.16258461538461538,0.3431615384615387,0.3858307692307693,0.003076923076923077,43,42043020500,020500
498,648,205.21,2.0,3.6933333333333334,0.16436666666666666,0.3411666666666666,0.1740333333333333,0.0,133,42133020521,020521
499,649,205.22,1.5,3.9166666666666665,0.15623333333333334,0.34496666666666664,0.20853333333333332,0.0033333333333333335,133,42133020522,020522
500,651,2051,2.0,5.333333333333333,0.22446666666666668,0.3437666666666667,0.2185,0.0,91,42091205100,205100
501,652,2052,1.0,5.333333333333333,0.22446666666666668,0.3437666666666667,0.2185,0.0,91,42091205200,205200
502,653,2053,4.0,5.0,0.20815,0.3557,0.28025,0.0,91,42091205300,205300
503,654,2054,1.0,5.166666666666667,0.1894,0.3676333333333333,0.26426666666666665,0.0,91,42091205400,205400
504,655,2055.01,1.5,5.125,0.16975,0.40345000000000003,0.29475,0.0,91,42091205501,205501
505,656,2055.02,1.0,4.9375,0.157875,0.391625,0.29817499999999997,0.0,91,42091205502,205502
